eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,cluster_index
8658,EMEC,1920,10,1,2,10,1,,31.30,29.50,,,,999,,4.8,,MW,0
65,AM93,1921,2,5,19,9,45,,35.50,36.00,,,,999,,5.3,,MS,0
66,AM93,1921,4,20,16,4,10,,34.00,34.60,,,,999,,5.6,,MS,0
41199,GII,1921,4,20,16,4,20,,33.00,34.00,,,,10,,5.3,,MB,0
41200,GII,1921,4,21,8,0,0,,35.50,33.00,,,,10,,4.1,,MB,0
8767,EMEC,1921,10,5,19,9,1,,35.20,36.40,,,,33,,5.7,,MW,62
41201,GII,1922,4,2,0,47,0,,34.78,34.73,,,,10,,5.4,,MB,88
8816,EMEC,1922,6,18,19,38,1,,32.00,28.80,,,,999,,4.9,,MW,0
8826,EMEC,1922,7,29,20,48,1,,31.20,30.30,,,,999,,4.8,,MW,0
8839,EMEC,1922,8,29,3,36,1,,32.73,37.37,,,,30,,5.2,,MW,0
8843,EMEC,1922,9,7,1,7,1,,34.00,28.00,,,,999,,4.9,,MW,0
8889,EMEC,1923,2,27,18,15,1,,35.41,32.70,,,,10,,4.0,,MW,0
8962,EMEC,1923,12,8,13,32,1,,31.40,29.20,,,,999,,4.9,,MW,0
8965,EMEC,1923,12,21,14,11,1,,36.00,36.20,,,,33,,5.2,,MW,0
45238,GSHAP_TR,1924,2,18,17,4,1,,34.30,34.80,,,,999,,6.0,,MW,35
41205,GII,1924,2,27,20,4,0,,36.20,32.71,,,,10,,6.0,,MD,36
70,AM93,1924,6,9,21,34,35,,33.10,35.10,,,,10,,4.6,,MB,0
71,AM93,1924,9,10,11,59,39,,31.70,36.70,,,,79,,6.0,,MB,37
9038,EMEC,1924,9,13,21,46,1,,35.50,30.80,,,,10,,4.5,,MW,0
41208,GII,1925,3,16,6,30,0,,36.20,33.41,,,,10,,4.2,,MD,0
9109,EMEC,1925,5,1,1,1,1,,35.30,37.00,,,,999,,5.2,,MW,0
9114,EMEC,1925,5,20,23,27,1,,32.00,30.00,,,,999,,5.0,,MW,0
9137,EMEC,1925,7,8,19,42,1,,30.50,37.40,,,,15,,5.2,,MW,124
44999,GSHAP_TR,1926,3,1,20,1,1,,30.00,36.80,,,,120,,6.4,,MW,21
9208,EMEC,1926,3,17,13,20,1,,35.00,37.00,,,,30,,5.5,,MW,0
68320,KOERI,1926,3,18,14,6,14,,30.13,35.99,,,,10,,7.1,,!MD,6
